Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDB33,OUT010,373.0380407965808
FDP27,OUT046,3211.569475107008
FDO38,OUT010,153.0507617192057
FDE28,OUT027,5891.140336308141
FDO27,OUT035,1522.407918043535
DRL23,OUT027,2834.6724087742987
FDS28,OUT046,903.069275712508
FDX24,OUT013,1404.5839633166363
FDZ02,OUT035,1533.864438805005
FDL46,OUT045,1843.6871575567388
FDS60,OUT027,5164.256308515475
NCO06,OUT017,586.3374912109433
FDO16,OUT035,1374.0726205230792
FDC60,OUT049,1319.1927210081324
FDA48,OUT018,3377.2724891829
FDZ36,OUT027,5366.353291645115
FDK27,OUT045,2101.758742741978
FDW23,OUT018,564.497037204678
FDM14,OUT018,1583.7963570900904
FDM14,OUT013,1635.6562224930096
FDW60,OUT018,2666.558376739914
FDE21,OUT013,1980.1673357821285
NCM42,OUT035,1690.0205455754162
FDY59,OUT010,207.89228350588672
DRI49,OUT049,1301.9348018570754
FDT28,OUT019,356.97976679824205
FDQ22,OUT018,537.3424980050132
FDR60,OUT049,1279.5841733516868
FDC50,OUT019,202.60107665333337
FDV24,OUT013,2435.355549276333
DRF48,OUT010,456.6496911459722
FDQ47,OUT046,647.5689070162467
DRN36,OUT049,1530.928711341167
NCY06,OUT035,2068.696245026422
FDE52,OUT035,1378.3535580824275
NCB54,OUT045,2010.828825804812
NCF31,OUT035,2534.071973653754
FDJ08,OUT027,5375.833782907474
NCC07,OUT017,1674.147277081604
NCD19,OUT027,1314.8034810341708
FDL46,OUT049,1908.2147003955663
FDM20,OUT045,4046.710670452011
NCI06,OUT010,425.6749166029362
DRM11,OUT035,4329.285420219859
NCH07,OUT018,2415.8083324557488
FDS23,OUT013,2035.6297149799093
FDO49,OUT018,630.1192079168977
FDS35,OUT049,1037.5403416914926
DRK39,OUT045,1354.9165539197895
DRI39,OUT049,890.9453905750908
FDV04,OUT017,2511.415537315219
NCN14,OUT035,3119.8166301539923
FDH08,OUT013,3936.222917315506
FDS20,OUT046,3191.6664364507305
FDV40,OUT049,1218.1143924998355
FDZ48,OUT010,240.42500689762534
FDS24,OUT027,2613.6671479212077
FDK44,OUT049,2802.9267254154665
FDS48,OUT045,2548.624267090964
FDK26,OUT010,462.34630019019
FDD23,OUT045,3062.6974852399508
NCH54,OUT017,2625.3661304621105
NCP14,OUT010,236.6313216100814
FDM60,OUT010,114.5621468053445
FDV24,OUT017,2447.2417109802486
FDH08,OUT018,3452.956204850132
FDS12,OUT027,2847.290190193134
FDR39,OUT027,5291.1540505204375
FDP12,OUT027,1173.6450785552288
DRF60,OUT027,5891.140336308141
FDC09,OUT035,1675.4815739500316
FDF50,OUT018,2939.547245661568
FDG28,OUT035,4113.254829620068
NCE19,OUT017,882.9119212925068
NCM53,OUT010,239.4183666689969
NCN18,OUT049,1736.0181774620228
FDF32,OUT035,3208.67418860502
FDF11,OUT013,4040.008984065856
DRI59,OUT049,3874.231415641881
NCG54,OUT035,2790.8165310507284
FDM44,OUT046,1654.4295078110692
FDT57,OUT018,3480.8988647097303
FDV24,OUT046,2444.2027510898874
FDI50,OUT019,569.9015633563192
FDS09,OUT035,771.0430718992604
NCC31,OUT027,3981.706718610028
FDQ07,OUT019,557.4376336455999
FDC22,OUT017,3191.7533363937323
FDZ56,OUT046,2644.000391687634
FDZ40,OUT019,122.86810356365038
FDS46,OUT027,2822.9067580265137
DRD24,OUT045,2106.665464170841
FDV45,OUT017,3163.723564983655
FDL26,OUT045,2533.4897201137705
FDA56,OUT018,1847.8777649914157
FDN27,OUT046,1970.923851417962
FDM20,OUT049,4033.11283360661
FDO16,OUT017,1361.92483906253
FDL03,OUT035,3128.3617461033978
FDE58,OUT046,1902.490111298573
FDI02,OUT027,2842.9067580265137
NCC55,OUT019,114.5621468053445
FDR03,OUT018,3062.6256183766163
FDB14,OUT017,1361.4107196309371
FDR45,OUT013,4013.621014474308
NCN07,OUT017,2112.700546041121
FDM51,OUT019,222.46373583646564
FDT52,OUT027,5891.140336308141
FDL26,OUT046,2498.5697848358755
NCZ42,OUT046,4008.1508887150617
DRI47,OUT019,358.01735920007496
FDW40,OUT013,2068.527648232998
FDN34,OUT046,2668.709384406766
FDS01,OUT035,2972.331833422623
NCG55,OUT045,1937.189010666723
FDC11,OUT035,1352.698954121216
FDX35,OUT018,3430.0939624865573
NCB06,OUT046,2552.6395669885314
FDR09,OUT019,569.1817825033678
FDC53,OUT017,1550.5727550423685
FDY45,OUT013,4130.436592190776
FDA22,OUT010,397.3803458607237
FDE02,OUT035,1535.4740491741334
FDW21,OUT045,1593.014770210952
FDV34,OUT046,1203.4521595704273
FDS59,OUT049,1722.1305845350391
NCW17,OUT017,2169.1150702113464
NCK54,OUT046,2006.7143637933077
FDG17,OUT019,570.65639090698
FDG35,OUT017,2800.197473915818
FDD08,OUT010,114.5621468053445
NCO07,OUT017,3649.477265192888
FDJ10,OUT010,257.5377009192658
FDW36,OUT017,1688.0784049520284
FDW21,OUT010,220.00751941612015
FDY19,OUT017,1957.5378321104104
DRE03,OUT013,671.6539448471435
NCC55,OUT049,656.8463832278992
FDH52,OUT010,126.07828186662547
FDO09,OUT017,3979.085826181594
FDU43,OUT045,4015.030591168691
FDX09,OUT010,408.1109221190938
FDH40,OUT019,183.5396630720588
FDW58,OUT017,1662.7373021608
FDC47,OUT017,3728.168307324253
NCR41,OUT035,1501.691063605999
DRG49,OUT035,4103.460473051532
FDC52,OUT027,3974.541218353871
FDY13,OUT046,1206.4042131277415
FDY35,OUT013,626.826746808902
FDI35,OUT017,3147.530142342
NCU18,OUT049,2097.103551417014
FDY33,OUT018,2433.207891292777
FDC15,OUT027,4016.6366643190736
FDU01,OUT049,2945.3938057424725
NCU42,OUT046,2659.3910371908955
NCV29,OUT018,2697.421391482523
NCY30,OUT017,3038.001592603754
FDQ46,OUT049,1745.3026134410566
FDG58,OUT027,3978.3540730119503
FDK33,OUT017,3668.5194484284343
NCD07,OUT045,1847.3883937766795
NCX29,OUT027,3949.514621858612
NCT42,OUT013,2425.146577674172
DRN59,OUT035,689.7654124297932
FDI44,OUT035,1294.1173194120786
FDA45,OUT049,2754.0624775552355
FDP31,OUT045,1052.636303006058
FDY01,OUT046,1918.2395012217812
FDT09,OUT018,1886.1765896532545
DRH03,OUT027,2804.9623276998145
FDA36,OUT018,2809.8453664796566
NCF31,OUT017,2447.68008926256
FDG14,OUT049,2424.033844133852
FDG28,OUT027,5891.140336308141
FDU14,OUT049,4087.1688557361977
FDY47,OUT019,257.0271238416323
FDI56,OUT049,1317.5867581816349
DRD01,OUT013,930.2577866751288
FDM22,OUT046,895.4791539756072
FDH33,OUT013,632.0526987353578
DRZ24,OUT013,1899.8943174162928
NCQ38,OUT046,1637.7737015464347
FDO16,OUT027,2545.6380141921168
FDU07,OUT027,3961.204115090143
NCB07,OUT013,3075.318076235033
FDU48,OUT045,2013.639381055567
NCM43,OUT045,2668.4973249659224
FDR31,OUT010,361.6132443523532
DRK49,OUT018,547.6605282568215
NCI30,OUT010,549.173947043368
DRD60,OUT017,3079.051457093429
NCG19,OUT046,3578.3818531495813
FDH12,OUT035,1650.9634998912018
FDM32,OUT035,1397.7285965794852
FDM27,OUT035,2623.367748338683
NCU53,OUT027,4130.95724440472
NCQ18,OUT046,1559.7756136484904
FDS10,OUT013,2859.9195338959867
FDB33,OUT027,4016.6366643190736
FDI12,OUT013,1363.0793835116244
NCW42,OUT013,3770.66983482936
NCC06,OUT018,1864.1591748701337
FDW02,OUT017,2066.523038498347
NCD43,OUT017,1670.1558245324918
FDM57,OUT018,1279.3412831558169
FDA58,OUT017,3705.3655507954577
FDK56,OUT046,3194.8690260277185
FDP52,OUT045,3951.3744876782102
FDW20,OUT018,1848.012644100364
FDS52,OUT049,1576.8884583163926
NCT29,OUT018,1767.9863262595377
NCL54,OUT013,2897.879225461267
FDC05,OUT045,3065.7012507524705
FDF34,OUT035,3041.5451387781013
FDP03,OUT027,2845.022869966984
FDD32,OUT010,177.12291262239185
FDZ10,OUT045,2057.989221861682
FDZ40,OUT035,875.1203482988673
FDD51,OUT018,569.6814543971756
NCY30,OUT019,414.5594154152964
FDP58,OUT017,3614.712729213618
FDV49,OUT017,4307.065343865145
FDY24,OUT019,120.43318683173152
NCO55,OUT017,1690.6301332862397
FDR13,OUT017,1972.6681209590788
FDS51,OUT017,949.3460473815056
FDP26,OUT045,1621.4038003836308
NCB54,OUT027,2847.290190193134
FDF32,OUT017,3168.426102198389
FDN31,OUT018,2954.5243210138265
DRM48,OUT017,588.6414365841026
FDN20,OUT049,2610.0746824016605
DRL01,OUT046,3723.0154489855336
FDV56,OUT049,1670.695434520538
DRH13,OUT027,2834.6724087742987
FDA03,OUT017,2573.9155633354576
FDF47,OUT027,5859.956693689884
FDX32,OUT046,2578.6865832522903
FDX57,OUT049,1539.6425286075528
NCA30,OUT045,2994.9406392114724
FDO49,OUT013,701.7669057218646
FDL04,OUT019,231.0845656684753
DRM48,OUT035,607.0057132778658
FDR16,OUT013,3452.962485048929
NCC19,OUT018,2971.138466407225
NCE42,OUT045,3986.938646266786
FDY24,OUT017,886.3665761875606
FDH19,OUT049,2751.9482172675444
FDJ46,OUT013,2849.1009090141038
FDN45,OUT010,565.1470743985318
FDY08,OUT035,2049.853413626356
FDZ37,OUT035,1382.6912850346253
NCT30,OUT045,733.020403056593
DRY23,OUT018,566.1522245412203
NCZ30,OUT018,1837.7250100769
FDC44,OUT018,1670.787648254327
FDB45,OUT035,1627.7978256211818
FDY04,OUT013,2593.999773066661
FDM27,OUT046,2569.8162781140504
FDZ43,OUT017,4034.744885775573
FDT39,OUT019,367.7301260774398
NCC06,OUT019,251.17776350489328
FDL15,OUT027,3978.3540730119503
FDL57,OUT017,4255.425430120417
FDU08,OUT046,1554.1014959325987
FDK40,OUT017,4327.570236151742
FDQ12,OUT010,568.9384284330223
FDS48,OUT017,2501.814294054109
FDP09,OUT045,3589.551466399591
FDW21,OUT049,1551.212645129178
FDY25,OUT035,3110.6169876797017
DRE13,OUT017,1354.9128444876214
FDV43,OUT019,114.5621468053445
FDD22,OUT045,1724.5630528647798
FDM46,OUT019,205.94114959633632
NCO30,OUT010,447.1468655629211
FDM25,OUT046,2843.544553108569
NCN41,OUT049,2062.526440154091
FDU24,OUT045,1393.648152939077
FDZ50,OUT046,3203.725195356742
FDP45,OUT013,4046.392749655685
NCM54,OUT045,2046.81492178282
FDW10,OUT019,403.4164021705863
FDP20,OUT017,2033.1059313188325
FDK32,OUT046,2488.695924075645
FDN52,OUT049,1328.3798196313926
FDM58,OUT045,1779.99364144163
FDZ46,OUT027,2842.9067580265137
NCA18,OUT018,1678.280005879559
FDD35,OUT046,2148.8955241098483
NCK31,OUT035,716.9243784946591
FDI40,OUT027,2825.9168962854587
FDT50,OUT019,208.65451987386223
NCT06,OUT046,2581.990148575469
FDT31,OUT035,2960.029724715241
FDT45,OUT049,861.5282282100382
FDT13,OUT045,3077.422600881583
FDO50,OUT045,1353.8138819321518
NCU18,OUT010,257.13213618100895
NCR54,OUT049,3191.2374131713486
NCO18,OUT018,2705.3244852566995
FDU09,OUT045,890.9550521066913
FDT13,OUT018,2934.968460981957
FDE09,OUT046,1777.8974130167226
NCK53,OUT019,220.48931958543864
FDG45,OUT049,3618.196731636149
DRH15,OUT035,699.5530191180377
FDO21,OUT019,566.1225504129213
FDD14,OUT027,5363.688894156344
FDC09,OUT046,1687.3537001996776
FDH45,OUT027,1180.5604677436
FDV32,OUT046,1053.748854734586
FDG12,OUT035,2020.8305735530896
FDS32,OUT013,2138.370248486768
NCL55,OUT018,3523.070927186893
DRE01,OUT035,3788.8638047529744
DRE15,OUT049,1318.506982518787
NCL42,OUT045,4031.127859422014
FDP31,OUT013,1108.0217299572612
FDN33,OUT018,1309.4517097094488
FDZ59,OUT046,2555.509671709331
FDE45,OUT010,414.50226408496695
FDJ07,OUT013,1980.115300632723
FDQ45,OUT018,2804.279184987872
FDM33,OUT027,5645.751319471449
FDO15,OUT010,144.1158872816595
FDM46,OUT013,1359.001444570404
FDR03,OUT045,3385.9325751016963
FDY49,OUT018,2489.896181656615
FDQ60,OUT045,1898.7320555628728
FDW10,OUT049,2767.4123322411447
FDO51,OUT049,701.6853591310662
FDJ40,OUT018,1584.373356800684
FDS20,OUT018,2858.2423201344054
FDU45,OUT013,1815.6945918886051
FDV02,OUT035,2757.110786335404
FDN09,OUT046,3985.9181383818777
NCM55,OUT027,5366.353291645115
FDN23,OUT018,2397.775714446179
FDY31,OUT010,359.510403179016
FDW03,OUT010,236.74840334265298
FDD14,OUT046,3048.370528173096
FDV23,OUT017,2042.5349577156362
DRI03,OUT045,2814.063415009842
FDN13,OUT035,1559.7848904151351
FDF45,OUT027,1423.1742292834474
FDU46,OUT035,1386.435628086296
FDB57,OUT049,3913.605730548488
FDV12,OUT049,1579.251711643046
FDQ58,OUT013,2455.485893442873
NCA18,OUT017,1885.6417199838163
FDH52,OUT049,949.8657266399598
FDM24,OUT018,2268.6950890855974
NCP43,OUT027,5294.564681408855
NCO18,OUT019,406.4317426340654
FDM32,OUT017,1382.1990258719825
NCL07,OUT017,601.0086098289444
FDK03,OUT013,4027.153227473323
FDP59,OUT017,1706.4032691434795
FDQ24,OUT049,4046.2475380675055
FDQ16,OUT018,1559.0183151469382
FDU44,OUT013,2546.5988782058685
FDH28,OUT010,114.5621468053445
FDV28,OUT019,114.5621468053445
FDM22,OUT045,885.021942102302
FDR56,OUT046,3239.470203553092
FDV39,OUT049,3019.012079721697
FDU37,OUT019,163.9202729690394
FDQ11,OUT010,570.6993541403077
FDX02,OUT045,3917.256936759751
NCS42,OUT018,1293.892130962985
FDY57,OUT027,2804.9623276998145
FDB21,OUT049,3757.988512523768
FDE28,OUT017,3724.5935640952816
FDQ55,OUT017,2003.8345715639923
FDA48,OUT049,3623.93346370546
FDZ19,OUT045,2851.4583022374177
NCC43,OUT045,3775.0034493780095
NCV18,OUT046,1325.2461533866765
NCA42,OUT018,2363.4248536310897
FDY45,OUT046,4136.581852815855
NCC30,OUT045,2869.7120889414523
FDM57,OUT013,1369.630967736098
FDL09,OUT010,396.5329980133485
FDB09,OUT027,2845.022869966984
FDT44,OUT035,1944.2136583518504
NCT06,OUT027,4122.8972817002805
FDX26,OUT049,3165.371427204474
FDK32,OUT013,2493.61120862385
DRA12,OUT046,2111.4452145635355
FDO46,OUT010,463.939517491617
FDE52,OUT013,1393.26006827664
NCH42,OUT045,3911.227628113442
FDV08,OUT035,690.1934625577802
FDB47,OUT018,3214.793723845152
FDC28,OUT010,246.46029085674797
FDD22,OUT046,1886.136352453943
FDS07,OUT027,2842.9067580265137
DRI13,OUT045,3802.469100030319
FDG32,OUT018,3396.3226676211257
FDU14,OUT017,4112.801665870917
FDD28,OUT019,124.18325338437938
NCP41,OUT017,1701.5210296562293
FDS08,OUT049,2823.1410635099182
FDX47,OUT045,2489.6725182911714
FDC53,OUT019,219.9549680498112
FDQ19,OUT035,4186.207856853812
FDL14,OUT045,2467.1885953457995
FDM33,OUT019,564.2131793281599
FDA51,OUT045,1844.3039025462608
FDZ27,OUT018,632.1297347028902
FDT04,OUT046,636.1623043756032
DRC13,OUT049,2061.3196277688667
FDR16,OUT027,5643.8146852710415
FDQ03,OUT027,5891.140336308141
FDE38,OUT035,2690.19920020315
DRH23,OUT027,1335.9401733592367
FDT11,OUT019,461.3113903170837
FDD09,OUT035,3031.9817321763403
FDR40,OUT045,1382.3146825607346
FDX07,OUT017,3062.798746097381
FDR07,OUT035,1548.3978746332264
FDA51,OUT017,1880.4529499059736
FDT59,OUT019,568.1835181829094
FDF20,OUT017,3183.3057235511874
FDR13,OUT045,1930.4483999241852
FDY26,OUT049,3649.3971869855286
FDW04,OUT017,2028.5696625724704
FDK52,OUT017,3785.192988459701
FDN60,OUT049,2563.0815290284363
FDM09,OUT019,408.0232142273252
FDP46,OUT049,1341.9722744409023
FDB50,OUT019,158.30730437456802
NCQ29,OUT049,3920.517795561517
FDP16,OUT027,5890.130827461266
FDX33,OUT018,2407.13193901989
FDP07,OUT010,465.881034167784
FDN22,OUT046,3731.4370985839823
FDF39,OUT049,4347.672657068637
FDS21,OUT017,954.9657222668104
NCM42,OUT013,1656.5689720424896
FDK50,OUT019,390.7414365214531
DRF13,OUT027,3959.5692904421408
FDH35,OUT018,2415.906409748511
FDP60,OUT018,1463.2274645735988
DRJ49,OUT027,2847.290190193134
NCT42,OUT019,362.511867838221
FDE38,OUT049,2565.1810696635475
FDI04,OUT049,3215.932074608849
NCH54,OUT045,2575.286910725591
FDT56,OUT049,898.55546718251
DRD15,OUT018,3403.433556940784
FDV58,OUT013,2993.8650615075926
FDP21,OUT049,3181.100361085102
FDH05,OUT013,3678.9206210119214
FDR10,OUT027,4110.446174288079
NCP06,OUT045,2434.195072175636
FDF33,OUT049,1658.434405135678
DRK37,OUT013,3125.873443681649
DRH49,OUT045,1377.846371171305
FDT58,OUT013,2568.4801803724818
FDD41,OUT018,1570.4906476779252
FDP40,OUT018,1631.6868480165497
FDM51,OUT027,2829.871789685769
FDO45,OUT010,178.7282443857592
FDW33,OUT010,236.6313216100814
FDY24,OUT045,890.3132185829236
FDB10,OUT010,570.4874886585454
FDM40,OUT035,2056.203379507616
NCI06,OUT017,3076.16833606254
FDW12,OUT019,264.361487979803
FDX48,OUT027,3985.443108200405
NCW05,OUT027,2834.6724087742987
FDX27,OUT017,1574.4329691090095
DRM37,OUT045,3122.18507072928
FDA38,OUT045,4077.916675124233
FDR36,OUT046,681.9221132195098
FDZ45,OUT046,3240.4380328848088
FDG05,OUT017,2537.1158986601613
FDK28,OUT013,4286.824270781077
FDV47,OUT045,1357.688155718741
FDN21,OUT045,2541.786157146043
FDP20,OUT027,2847.290190193134
FDI35,OUT045,3044.8367708543024
DRY23,OUT013,641.9853570290829
FDA56,OUT017,2115.0033436445938
FDB09,OUT013,2028.8847168974362
NCO26,OUT027,2842.9067580265137
FDQ49,OUT018,2317.844017302777
FDI52,OUT027,2845.022869966984
FDZ44,OUT027,2842.9067580265137
FDZ09,OUT018,2446.12175723185
FDY03,OUT049,1873.727023308528
NCG42,OUT017,2106.9005638613044
DRI13,OUT027,5645.751319471449
FDQ32,OUT013,2070.1559853710937
FDW16,OUT035,1372.8753978913337
FDU27,OUT046,694.4997113674567
FDR28,OUT010,393.09413506414126
FDQ49,OUT010,368.0799012449906
FDS37,OUT046,1937.830592697328
FDW26,OUT018,3392.1304095851315
FDX12,OUT018,3528.9206844022456
NCP06,OUT013,2417.9958731406714
FDW45,OUT010,355.6025204406519
NCN30,OUT049,1494.0681898512723
FDN24,OUT049,866.7894962769814
NCL41,OUT027,1173.853112924557
FDR02,OUT019,240.55546111679018
FDD09,OUT010,425.5002344668315
FDS33,OUT010,184.12151438543685
FDU22,OUT045,1957.319399788432
FDI53,OUT013,2562.759055103136
DRH01,OUT049,2848.61096460872
FDX32,OUT013,2083.808018106017
NCP30,OUT018,538.5047823695186
FDB60,OUT045,3050.2036456149667
FDB14,OUT049,1413.3448389415598
NCP02,OUT035,880.7607497228532
FDJ10,OUT017,2047.381976362573
FDG34,OUT046,1797.8456625696333
NCB18,OUT017,1374.05524962424
FDM16,OUT049,1190.6835551269726
FDW25,OUT018,1291.9334306401654
FDB35,OUT010,202.08570781173037
DRN11,OUT013,2049.266914964356
FDF41,OUT019,569.8683280254236
FDH16,OUT045,1374.8663623926936
NCQ50,OUT018,3187.471109277319
DRH23,OUT018,885.4390979283128
DRJ37,OUT013,2419.344627326333
DRJ24,OUT027,5366.353291645115
FDY16,OUT035,3180.460615947397
FDQ27,OUT045,1671.9096062575372
FDZ33,OUT045,2487.0906904926665
FDF29,OUT045,2153.950292085763
FDA08,OUT049,2590.779907002336
FDG31,OUT046,1049.3940584382217
FDE34,OUT019,440.7112815038055
NCR30,OUT027,1745.4997855595425
FDV33,OUT035,4300.341667925707
DRZ24,OUT018,1767.8671452983956
NCL54,OUT035,2971.470419575114
FDR12,OUT049,2870.650781627122
NCC54,OUT046,3683.068728376599
DRN59,OUT013,671.1009806583043
FDX50,OUT019,240.04698271200914
FDV31,OUT027,5164.384486462716
NCA29,OUT027,4467.116641899066
FDW60,OUT049,2851.9305556804634
FDX08,OUT017,3122.2004856976696
DRD49,OUT013,3640.62316801845
FDD33,OUT046,3612.567460614817
FDW35,OUT013,636.212556934739
FDJ36,OUT017,1705.7195550995086
FDV51,OUT035,2699.640777089298
FDW36,OUT046,1669.6502437820266
FDH35,OUT046,2555.9219097569758
NCS30,OUT027,2847.290190193134
FDN49,OUT017,608.1393910753253
FDL08,OUT018,3482.6323365193166
FDI09,OUT013,3652.294400306
FDP19,OUT018,1818.0213227316508
FDU21,OUT010,114.5621468053445
NCP41,OUT045,1614.1424423960882
FDY10,OUT013,1797.3336872030916
FDP12,OUT018,530.9087213555705
NCN26,OUT049,1974.0294051189412
FDK44,OUT013,2792.543117605503
FDC28,OUT049,1675.969693006466
FDJ41,OUT027,5891.140336308141
NCT29,OUT035,2058.3280764673973
NCH42,OUT019,568.630069708793
FDU60,OUT018,2408.88874517122
FDS02,OUT045,3051.851379089658
FDC51,OUT046,2142.1529058080646
FDU03,OUT013,3058.6947298766604
FDX39,OUT045,3636.981454445252
NCY05,OUT010,114.5621468053445
NCL06,OUT027,5891.140336308141
FDD32,OUT035,1327.9207542555582
NCN41,OUT045,2020.4190112150973
NCX53,OUT049,2180.1444542446657
FDU57,OUT019,363.20266348550695
FDQ23,OUT046,1664.8972523555424
FDQ52,OUT045,3777.606023000077
FDC14,OUT045,637.8633864157703
FDY09,OUT035,2951.1650535357926
FDQ28,OUT045,2560.693649570177
FDV25,OUT046,3869.698810805337
FDJ07,OUT035,1954.3725232632016
DRB25,OUT049,1663.8176335886335
FDK52,OUT019,566.9862707518686
FDY52,OUT027,1520.3572759485105
FDB28,OUT046,3210.5833577342496
FDT36,OUT035,609.3932035185139
FDV25,OUT017,3919.5798681591136
NCN07,OUT027,2847.290190193134
FDC57,OUT017,3128.2222130376845
FDQ03,OUT018,3426.5344639148025
FDU23,OUT017,2664.3920182326065
NCX41,OUT035,3699.786906691742
NCD06,OUT035,704.8114009709245
FDW08,OUT045,1629.8228458703993
NCU29,OUT017,2576.3337294381568
NCE06,OUT013,2519.254221152055
FDV52,OUT010,249.38637636810898
FDB02,OUT017,2893.5906365705528
NCR18,OUT045,653.031896930482
FDK16,OUT049,1505.044418642414
NCQ29,OUT010,569.9199041003027
FDZ01,OUT019,236.85392500199168
FDW27,OUT035,2568.375711921681
FDD17,OUT018,3445.639553977104
FDW39,OUT013,2823.994987836706
DRH59,OUT045,1177.6339569740746
FDS52,OUT013,1616.945481639452
FDU40,OUT027,5545.847794224931
NCF54,OUT013,2810.618556677571
FDH46,OUT045,1676.3233604406405
NCP14,OUT049,1660.508471033016
FDH50,OUT049,3078.3243920458394
DRF15,OUT010,359.1628729790276
FDV27,OUT027,2611.6477395753086
NCJ06,OUT049,2032.0195492941648
FDN02,OUT018,3104.6385474092094
FDQ51,OUT049,699.6808727049588
FDQ07,OUT017,3784.850795304261
FDS45,OUT049,1698.3936781851746
NCJ06,OUT045,2018.8834649132957
FDD36,OUT035,2013.1109350731865
FDY25,OUT045,3062.026087746908
FDU52,OUT046,2439.4163902739497
DRK47,OUT017,3919.703499331044
NCL30,OUT017,2077.990842323642
FDN22,OUT035,3835.1813160062825
NCF30,OUT027,2847.290190193134
FDK03,OUT035,4192.405135901151
FDT45,OUT017,880.2617818604173
NCC54,OUT027,5890.130827461266
FDP08,OUT018,2883.6812798856813
FDU44,OUT046,2589.518160751876
DRG39,OUT035,853.5856310732435
FDU32,OUT049,2091.6204618642328
